local,site,transecto,spp.Name,spp.ID,N.pts.per.species,Cov..per.species,MFG
Baixo Silvia,Baixo Silvia sul,T2,Goniopora sp,31,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T2,Lobophytum sp,44,11,22,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Macroalgae,45,2,4,Macroalgae
Baixo Silvia,Baixo Silvia sul,T2,Sand,62,12,24,Substrate
Baixo Silvia,Baixo Silvia sul,T2,Sinularia sp,66,6,12,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Sponge,67,6,12,Sponge
Baixo Silvia,Baixo Silvia sul,T2,Turf,74,3,6,Turf algae
Baixo Silvia,Baixo Silvia sul,T2,Acanthastrea sp,1,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T2,Bleached coral,13,3,6,Dead coral
Baixo Silvia,Baixo Silvia sul,T2,Didemnum spp,21,1,2,Ascidian 
Baixo Silvia,Baixo Silvia sul,T2,Macroalgae,45,3,6,Macroalgae
Baixo Silvia,Baixo Silvia sul,T2,Pocillopora sp,58,3,6,Coral
Baixo Silvia,Baixo Silvia sul,T2,Red algae,60,2,4,Red algea
Baixo Silvia,Baixo Silvia sul,T2,Sinularia sp,66,10,20,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Sponge,67,23,46,Sponge
Baixo Silvia,Baixo Silvia sul,T2,Turf,74,4,8,Turf algae
Baixo Silvia,Baixo Silvia sul,T2,Acropora cf branchi,3,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T2,Acropora digitifera,5,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T2,Acropora sp,6,3,6,Coral
Baixo Silvia,Baixo Silvia sul,T2,Cladiella kashmani,14,13,26,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Coral ruble,16,3,6,Substrate
Baixo Silvia,Baixo Silvia sul,T2,Didemnum spp,21,3,6,Ascidian 
Baixo Silvia,Baixo Silvia sul,T2,Macroalgae,45,7,14,Macroalgae
Baixo Silvia,Baixo Silvia sul,T2,Pocillopora sp,58,3,6,Coral
Baixo Silvia,Baixo Silvia sul,T2,Sponge,67,5,10,Sponge
Baixo Silvia,Baixo Silvia sul,T2,Turf,74,6,12,Turf algae
Baixo Silvia,Baixo Silvia sul,T2,ascidias nao identificadas,82,4,8,Ascidian 
Baixo Silvia,Baixo Silvia sul,T2,unidentified octocoral,85,1,2,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Coral ruble,16,8,16,Substrate
Baixo Silvia,Baixo Silvia sul,T2,Didemnum spp,21,1,2,Ascidian 
Baixo Silvia,Baixo Silvia sul,T2,Favites sp,26,2,4,Coral
Baixo Silvia,Baixo Silvia sul,T2,Lobophyllia sp,43,4,8,Coral
Baixo Silvia,Baixo Silvia sul,T2,Macroalgae,45,3,6,Macroalgae
Baixo Silvia,Baixo Silvia sul,T2,Red algae,60,2,4,Red algea
Baixo Silvia,Baixo Silvia sul,T2,Sand,62,9,18,Substrate
Baixo Silvia,Baixo Silvia sul,T2,Sea urchin,65,2,4,Echinodermata
Baixo Silvia,Baixo Silvia sul,T2,Sinularia sp,66,4,8,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Sponge,67,14,28,Sponge
Baixo Silvia,Baixo Silvia sul,T2,unidentified octocoral,85,1,2,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Cladiella kashmani,14,1,2,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Macroalgae,45,7,14,Macroalgae
Baixo Silvia,Baixo Silvia sul,T2,Red algae,60,6,12,Red algea
Baixo Silvia,Baixo Silvia sul,T2,Sand,62,14,28,Substrate
Baixo Silvia,Baixo Silvia sul,T2,Sinularia sp,66,7,14,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Sponge,67,11,22,Sponge
Baixo Silvia,Baixo Silvia sul,T2,Turf,74,2,4,Turf algae
Baixo Silvia,Baixo Silvia sul,T2,unidentified octocoral,85,2,4,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Acropora cf branchi,3,8,16,Coral
Baixo Silvia,Baixo Silvia sul,T2,Cladiella kashmani,14,2,4,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Coral ruble,16,3,6,Substrate
Baixo Silvia,Baixo Silvia sul,T2,Didemnum spp,21,1,2,Ascidian 
Baixo Silvia,Baixo Silvia sul,T2,Echinophyllia aspera,22,2,4,Coral
Baixo Silvia,Baixo Silvia sul,T2,Macroalgae,45,14,28,Macroalgae
Baixo Silvia,Baixo Silvia sul,T2,Red algae,60,1,2,Red algea
Baixo Silvia,Baixo Silvia sul,T2,Sand,62,4,8,Substrate
Baixo Silvia,Baixo Silvia sul,T2,Sinularia sp,66,4,8,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Sponge,67,7,14,Sponge
Baixo Silvia,Baixo Silvia sul,T2,Turf,74,3,6,Turf algae
Baixo Silvia,Baixo Silvia sul,T2,unidentified octocoral,85,1,2,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Acropora sp,6,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T2,Coral ruble,16,4,8,Substrate
Baixo Silvia,Baixo Silvia sul,T2,Lobophyllia sp,43,2,4,Coral
Baixo Silvia,Baixo Silvia sul,T2,Macroalgae,45,3,6,Macroalgae
Baixo Silvia,Baixo Silvia sul,T2,Red algae,60,1,2,Red algea
Baixo Silvia,Baixo Silvia sul,T2,Sand,62,18,36,Substrate
Baixo Silvia,Baixo Silvia sul,T2,Sea urchin,65,1,2,Echinodermata
Baixo Silvia,Baixo Silvia sul,T2,Sinularia sp,66,2,4,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Sponge,67,8,16,Sponge
Baixo Silvia,Baixo Silvia sul,T2,Turf,74,6,12,Turf algae
Baixo Silvia,Baixo Silvia sul,T2,unidentified massive coral,77,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T2,ascidias nao identificadas,82,2,4,Ascidian 
Baixo Silvia,Baixo Silvia sul,T2,unidentified octocoral,85,1,2,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Acropora cf apressa,2,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T2,Acropora sp,6,2,4,Coral
Baixo Silvia,Baixo Silvia sul,T2,Coral ruble,16,1,2,Substrate
Baixo Silvia,Baixo Silvia sul,T2,Dendronephyta sp,20,2,4,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Didemnum spp,21,4,8,Ascidian 
Baixo Silvia,Baixo Silvia sul,T2,Favites sp,26,2,4,Coral
Baixo Silvia,Baixo Silvia sul,T2,Goniastrea australensis,30,5,10,Coral
Baixo Silvia,Baixo Silvia sul,T2,Macroalgae,45,2,4,Macroalgae
Baixo Silvia,Baixo Silvia sul,T2,Sinularia sp,66,20,40,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Sponge,67,7,14,Sponge
Baixo Silvia,Baixo Silvia sul,T2,Turf,74,3,6,Turf algae
Baixo Silvia,Baixo Silvia sul,T2,unidentified octocoral,85,1,2,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Acropora sp,6,6,12,Coral
Baixo Silvia,Baixo Silvia sul,T2,Cladiella kashmani,14,4,8,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Coral ruble,16,2,4,Substrate
Baixo Silvia,Baixo Silvia sul,T2,Dendronephyta sp,20,1,2,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Didemnum spp,21,5,10,Ascidian 
Baixo Silvia,Baixo Silvia sul,T2,Pocillopora sp,58,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T2,Sand,62,7,14,Substrate
Baixo Silvia,Baixo Silvia sul,T2,Sinularia sp,66,4,8,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Sponge,67,16,32,Sponge
Baixo Silvia,Baixo Silvia sul,T2,Turf,74,3,6,Turf algae
Baixo Silvia,Baixo Silvia sul,T2,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Silvia,Baixo Silvia sul,T2,Acanthastrea sp,1,2,4,Coral
Baixo Silvia,Baixo Silvia sul,T2,Acropora cf apressa,2,3,6,Coral
Baixo Silvia,Baixo Silvia sul,T2,Acropora cf branchi,3,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T2,Acropora sp,6,4,8,Coral
Baixo Silvia,Baixo Silvia sul,T2,Coral ruble,16,9,18,Substrate
Baixo Silvia,Baixo Silvia sul,T2,Fungia sp,27,2,4,Coral
Baixo Silvia,Baixo Silvia sul,T2,Macroalgae,45,2,4,Macroalgae
Baixo Silvia,Baixo Silvia sul,T2,Pocillopora sp,58,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T2,Sand,62,14,28,Substrate
Baixo Silvia,Baixo Silvia sul,T2,Sarcophytum spp,63,2,4,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Sinularia sp,66,1,2,Octocoral
Baixo Silvia,Baixo Silvia sul,T2,Sponge,67,9,18,Sponge
Baixo Silvia,Baixo Silvia sul,T3,Acropora sp,6,2,4,Coral
Baixo Silvia,Baixo Silvia sul,T3,Cladiella kashmani,14,2,4,Octocoral
Baixo Silvia,Baixo Silvia sul,T3,Clavelina sp,15,1,2,Ascidian 
Baixo Silvia,Baixo Silvia sul,T3,Didemnum spp,21,3,6,Ascidian 
Baixo Silvia,Baixo Silvia sul,T3,Macroalgae,45,1,2,Macroalgae
Baixo Silvia,Baixo Silvia sul,T3,Sand,62,10,20,Substrate
Baixo Silvia,Baixo Silvia sul,T3,Sinularia sp,66,1,2,Octocoral
Baixo Silvia,Baixo Silvia sul,T3,Sponge,67,29,58,Sponge
Baixo Silvia,Baixo Silvia sul,T3,Palythoa,83,1,2,Other invertebrates
Baixo Silvia,Baixo Silvia sul,T3,Coscinaraea sp,17,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T3,Dendronephyta sp,20,1,2,Octocoral
Baixo Silvia,Baixo Silvia sul,T3,Didemnum spp,21,1,2,Ascidian 
Baixo Silvia,Baixo Silvia sul,T3,Echinopora sp,23,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T3,Macroalgae,45,10,20,Macroalgae
Baixo Silvia,Baixo Silvia sul,T3,Pocillopora sp,58,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T3,Red algae,60,1,2,Red algea
Baixo Silvia,Baixo Silvia sul,T3,Sand,62,12,24,Substrate
Baixo Silvia,Baixo Silvia sul,T3,Sponge,67,13,26,Sponge
Baixo Silvia,Baixo Silvia sul,T3,Turf,74,7,14,Turf algae
Baixo Silvia,Baixo Silvia sul,T3,unidentified encrusting coral,76,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T3,unidentified octocoral,85,1,2,Octocoral
Baixo Silvia,Baixo Silvia sul,T3,Coral ruble,16,8,16,Substrate
Baixo Silvia,Baixo Silvia sul,T3,Didemnum spp,21,4,8,Ascidian 
Baixo Silvia,Baixo Silvia sul,T3,Macroalgae,45,7,14,Macroalgae
Baixo Silvia,Baixo Silvia sul,T3,Red algae,60,1,2,Red algea
Baixo Silvia,Baixo Silvia sul,T3,Sand,62,8,16,Substrate
Baixo Silvia,Baixo Silvia sul,T3,Sponge,67,5,10,Sponge
Baixo Silvia,Baixo Silvia sul,T3,Turf,74,17,34,Turf algae
Baixo Silvia,Baixo Silvia sul,T3,Acropora sp,6,4,8,Coral
Baixo Silvia,Baixo Silvia sul,T3,Didemnum spp,21,3,6,Ascidian 
Baixo Silvia,Baixo Silvia sul,T3,Macroalgae,45,22,44,Macroalgae
Baixo Silvia,Baixo Silvia sul,T3,Red algae,60,1,2,Red algea
Baixo Silvia,Baixo Silvia sul,T3,Sand,62,8,16,Substrate
Baixo Silvia,Baixo Silvia sul,T3,Sarcophytum spp,63,2,4,Octocoral
Baixo Silvia,Baixo Silvia sul,T3,Sponge,67,7,14,Sponge
Baixo Silvia,Baixo Silvia sul,T3,Tridacna sp,69,1,2,Other invertebrates
Baixo Silvia,Baixo Silvia sul,T3,Turf,74,2,4,Turf algae
Baixo Silvia,Baixo Silvia sul,T3,Acropora cf apressa,2,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T3,Acropora cf branchi,3,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T3,Acropora sp,6,2,4,Coral
Baixo Silvia,Baixo Silvia sul,T3,Didemnum spp,21,2,4,Ascidian 
Baixo Silvia,Baixo Silvia sul,T3,Macroalgae,45,9,18,Macroalgae
Baixo Silvia,Baixo Silvia sul,T3,Porites sp,59,2,4,Coral
Baixo Silvia,Baixo Silvia sul,T3,Sand,62,7,14,Substrate
Baixo Silvia,Baixo Silvia sul,T3,Sea urchin,65,1,2,Echinodermata
Baixo Silvia,Baixo Silvia sul,T3,Sinularia sp,66,3,6,Octocoral
Baixo Silvia,Baixo Silvia sul,T3,Sponge,67,14,28,Sponge
Baixo Silvia,Baixo Silvia sul,T3,Turf,74,7,14,Turf algae
Baixo Silvia,Baixo Silvia sul,T3,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Silvia,Baixo Silvia sul,T3,Acropora cf branchi,3,4,8,Coral
Baixo Silvia,Baixo Silvia sul,T3,Acropora digitifera,5,3,6,Coral
Baixo Silvia,Baixo Silvia sul,T3,Cladiella kashmani,14,2,4,Octocoral
Baixo Silvia,Baixo Silvia sul,T3,Didemnum spp,21,7,14,Ascidian 
Baixo Silvia,Baixo Silvia sul,T3,Macroalgae,45,19,38,Macroalgae
Baixo Silvia,Baixo Silvia sul,T3,Sand,62,3,6,Substrate
Baixo Silvia,Baixo Silvia sul,T3,Sinularia sp,66,5,10,Octocoral
Baixo Silvia,Baixo Silvia sul,T3,Sponge,67,4,8,Sponge
Baixo Silvia,Baixo Silvia sul,T3,Turf,74,1,2,Turf algae
Baixo Silvia,Baixo Silvia sul,T3,unidentified encrusting coral,76,2,4,Coral
Baixo Silvia,Baixo Silvia sul,T3,Macroalgae,45,16,32,Macroalgae
Baixo Silvia,Baixo Silvia sul,T3,Red algae,60,3,6,Red algea
Baixo Silvia,Baixo Silvia sul,T3,Sand,62,12,24,Substrate
Baixo Silvia,Baixo Silvia sul,T3,Sinularia sp,66,4,8,Octocoral
Baixo Silvia,Baixo Silvia sul,T3,Sponge,67,6,12,Sponge
Baixo Silvia,Baixo Silvia sul,T3,Turf,74,7,14,Turf algae
Baixo Silvia,Baixo Silvia sul,T3,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Silvia,Baixo Silvia sul,T3,unidentified octocoral,85,1,2,Octocoral
Baixo Silvia,Baixo Silvia sul,T3,Coral ruble,16,16,32,Substrate
Baixo Silvia,Baixo Silvia sul,T3,Macroalgae,45,8,16,Macroalgae
Baixo Silvia,Baixo Silvia sul,T3,Red algae,60,3,6,Red algea
Baixo Silvia,Baixo Silvia sul,T3,Sand,62,9,18,Substrate
Baixo Silvia,Baixo Silvia sul,T3,Turf,74,14,28,Turf algae
Baixo Silvia,Baixo Silvia sul,T3,Macroalgae,45,10,20,Macroalgae
Baixo Silvia,Baixo Silvia sul,T3,Red algae,60,3,6,Red algea
Baixo Silvia,Baixo Silvia sul,T3,Sand,62,7,14,Substrate
Baixo Silvia,Baixo Silvia sul,T3,Sea urchin,65,1,2,Echinodermata
Baixo Silvia,Baixo Silvia sul,T3,Sinularia sp,66,8,16,Octocoral
Baixo Silvia,Baixo Silvia sul,T3,Sponge,67,8,16,Sponge
Baixo Silvia,Baixo Silvia sul,T3,Turf,74,12,24,Turf algae
Baixo Silvia,Baixo Silvia sul,T3,unidentified branching coral,75,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T3,Coral ruble,16,6,12,Substrate
Baixo Silvia,Baixo Silvia sul,T3,Didemnum spp,21,1,2,Ascidian 
Baixo Silvia,Baixo Silvia sul,T3,Macroalgae,45,13,26,Macroalgae
Baixo Silvia,Baixo Silvia sul,T3,Sand,62,12,24,Substrate
Baixo Silvia,Baixo Silvia sul,T3,Sinularia sp,66,4,8,Octocoral
Baixo Silvia,Baixo Silvia sul,T3,Sponge,67,4,8,Sponge
Baixo Silvia,Baixo Silvia sul,T3,Turf,74,6,12,Turf algae
Baixo Silvia,Baixo Silvia sul,T3,unidentified massive coral,77,1,2,Coral
Baixo Silvia,Baixo Silvia sul,T3,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Silvia,Baixo Silvia sul,T3,Palythoa,83,2,4,Other invertebrates
Baixo Silvia,Baixo Silvia norte,T1,Acropora cf apressa,2,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T1,Dendronephyta sp,20,2,4,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Macroalgae,45,6,12,Macroalgae
Baixo Silvia,Baixo Silvia norte,T1,Red algae,60,12,24,Red algea
Baixo Silvia,Baixo Silvia norte,T1,Sand,62,16,32,Substrate
Baixo Silvia,Baixo Silvia norte,T1,Sponge,67,9,18,Sponge
Baixo Silvia,Baixo Silvia norte,T1,unidentified branching coral,75,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T1,unidentified massive coral,77,2,4,Coral
Baixo Silvia,Baixo Silvia norte,T1,unidentified octocoral,85,1,2,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Acropora cf branchi,3,2,4,Coral
Baixo Silvia,Baixo Silvia norte,T1,Acropora sp,6,6,12,Coral
Baixo Silvia,Baixo Silvia norte,T1,Coral ruble,16,3,6,Substrate
Baixo Silvia,Baixo Silvia norte,T1,Dendronephyta sp,20,4,8,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Macroalgae,45,3,6,Macroalgae
Baixo Silvia,Baixo Silvia norte,T1,Red algae,60,12,24,Red algea
Baixo Silvia,Baixo Silvia norte,T1,Sinularia sp,66,3,6,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Sponge,67,13,26,Sponge
Baixo Silvia,Baixo Silvia norte,T1,Stylophora pistillata,68,3,6,Coral
Baixo Silvia,Baixo Silvia norte,T1,unidentified octocoral,85,1,2,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Dendronephyta sp,20,2,4,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Macroalgae,45,4,8,Macroalgae
Baixo Silvia,Baixo Silvia norte,T1,Nephtheidae sp,50,6,12,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Red algae,60,1,2,Red algea
Baixo Silvia,Baixo Silvia norte,T1,Sinularia sp,66,3,6,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Sponge,67,19,38,Sponge
Baixo Silvia,Baixo Silvia norte,T1,Tubastraea sp,72,8,16,Coral
Baixo Silvia,Baixo Silvia norte,T1,Turf,74,5,10,Turf algae
Baixo Silvia,Baixo Silvia norte,T1,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Silvia,Baixo Silvia norte,T1,unidentified octocoral,85,1,2,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Dendronephyta sp,20,7,14,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Macroalgae,45,9,18,Macroalgae
Baixo Silvia,Baixo Silvia norte,T1,Red algae,60,1,2,Red algea
Baixo Silvia,Baixo Silvia norte,T1,Sponge,67,2,4,Sponge
Baixo Silvia,Baixo Silvia norte,T1,Tubastraea micranthus,71,25,50,Coral
Baixo Silvia,Baixo Silvia norte,T1,Turf,74,1,2,Turf algae
Baixo Silvia,Baixo Silvia norte,T1,ascidias nao identificadas,82,4,8,Ascidian 
Baixo Silvia,Baixo Silvia norte,T1,unidentified octocoral,85,1,2,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Acropora cf branchi,3,5,10,Coral
Baixo Silvia,Baixo Silvia norte,T1,Dendronephyta sp,20,11,22,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Didemnum spp,21,3,6,Ascidian 
Baixo Silvia,Baixo Silvia norte,T1,Macroalgae,45,2,4,Macroalgae
Baixo Silvia,Baixo Silvia norte,T1,Octocoral branching,51,1,2,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Red algae,60,3,6,Red algea
Baixo Silvia,Baixo Silvia norte,T1,Sinularia sp,66,9,18,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Sponge,67,8,16,Sponge
Baixo Silvia,Baixo Silvia norte,T1,Tubastraea diaphana,70,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T1,Turf,74,3,6,Turf algae
Baixo Silvia,Baixo Silvia norte,T1,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Silvia,Baixo Silvia norte,T1,unidentified octocoral,85,3,6,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Acropora cf branchi,3,5,10,Coral
Baixo Silvia,Baixo Silvia norte,T1,Dendronephyta sp,20,2,4,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Didemnum spp,21,3,6,Ascidian 
Baixo Silvia,Baixo Silvia norte,T1,Favites sp,26,9,18,Coral
Baixo Silvia,Baixo Silvia norte,T1,Macroalgae,45,1,2,Macroalgae
Baixo Silvia,Baixo Silvia norte,T1,Pocillopora sp,58,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T1,Red algae,60,1,2,Red algea
Baixo Silvia,Baixo Silvia norte,T1,Sand,62,7,14,Substrate
Baixo Silvia,Baixo Silvia norte,T1,Sponge,67,10,20,Sponge
Baixo Silvia,Baixo Silvia norte,T1,Tubastraea diaphana,70,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T1,Tubastraea sp,72,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T1,Turf,74,4,8,Turf algae
Baixo Silvia,Baixo Silvia norte,T1,unidentified octocoral,85,5,10,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Acropora cf branchi,3,27,54,Coral
Baixo Silvia,Baixo Silvia norte,T1,Cladiella kashmani,14,5,10,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Didemnum spp,21,1,2,Ascidian 
Baixo Silvia,Baixo Silvia norte,T1,Macroalgae,45,4,8,Macroalgae
Baixo Silvia,Baixo Silvia norte,T1,Red algae,60,1,2,Red algea
Baixo Silvia,Baixo Silvia norte,T1,Sand,62,3,6,Substrate
Baixo Silvia,Baixo Silvia norte,T1,Sponge,67,3,6,Sponge
Baixo Silvia,Baixo Silvia norte,T1,unidentified octocoral,85,6,12,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Acropora cf branchi,3,34,68,Coral
Baixo Silvia,Baixo Silvia norte,T1,Didemnum spp,21,1,2,Ascidian 
Baixo Silvia,Baixo Silvia norte,T1,Macroalgae,45,7,14,Macroalgae
Baixo Silvia,Baixo Silvia norte,T1,Pocillopora sp,58,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T1,Red algae,60,1,2,Red algea
Baixo Silvia,Baixo Silvia norte,T1,Sponge,67,3,6,Sponge
Baixo Silvia,Baixo Silvia norte,T1,Turf,74,1,2,Turf algae
Baixo Silvia,Baixo Silvia norte,T1,unidentified octocoral,85,2,4,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Acropora cf apressa,2,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T1,Acropora cf branchi,3,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T1,Didemnum spp,21,2,4,Ascidian 
Baixo Silvia,Baixo Silvia norte,T1,Lobophytum sp,44,1,2,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Macroalgae,45,5,10,Macroalgae
Baixo Silvia,Baixo Silvia norte,T1,Red algae,60,2,4,Red algea
Baixo Silvia,Baixo Silvia norte,T1,Sand,62,12,24,Substrate
Baixo Silvia,Baixo Silvia norte,T1,Sea urchin,65,2,4,Echinodermata
Baixo Silvia,Baixo Silvia norte,T1,Sinularia sp,66,2,4,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Sponge,67,11,22,Sponge
Baixo Silvia,Baixo Silvia norte,T1,Tubastraea sp,72,2,4,Coral
Baixo Silvia,Baixo Silvia norte,T1,Turf,74,3,6,Turf algae
Baixo Silvia,Baixo Silvia norte,T1,unidentified massive coral,77,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T1,ascidias nao identificadas,82,1,2,Ascidian 
Baixo Silvia,Baixo Silvia norte,T1,unidentified octocoral,85,4,8,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Acropora cf branchi,3,9,18,Coral
Baixo Silvia,Baixo Silvia norte,T1,Favites sp,26,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T1,Octocoral branching,51,3,6,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Sand,62,20,40,Substrate
Baixo Silvia,Baixo Silvia norte,T1,Sinularia sp,66,2,4,Octocoral
Baixo Silvia,Baixo Silvia norte,T1,Sponge,67,11,22,Sponge
Baixo Silvia,Baixo Silvia norte,T1,Turf,74,4,8,Turf algae
Baixo Silvia,Baixo Silvia norte,T2,Favites sp,26,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T2,Macroalgae,45,10,20,Macroalgae
Baixo Silvia,Baixo Silvia norte,T2,Red algae,60,4,8,Red algea
Baixo Silvia,Baixo Silvia norte,T2,Sand,62,6,12,Substrate
Baixo Silvia,Baixo Silvia norte,T2,Sponge,67,11,22,Sponge
Baixo Silvia,Baixo Silvia norte,T2,Turf,74,13,26,Turf algae
Baixo Silvia,Baixo Silvia norte,T2,unidentified octocoral,85,5,10,Octocoral
Baixo Silvia,Baixo Silvia norte,T2,Acropora sp,6,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T2,Coral ruble,16,1,2,Substrate
Baixo Silvia,Baixo Silvia norte,T2,Didemnum spp,21,3,6,Ascidian 
Baixo Silvia,Baixo Silvia norte,T2,Macroalgae,45,2,4,Macroalgae
Baixo Silvia,Baixo Silvia norte,T2,Red algae,60,7,14,Red algea
Baixo Silvia,Baixo Silvia norte,T2,Sand,62,12,24,Substrate
Baixo Silvia,Baixo Silvia norte,T2,Sinularia sp,66,1,2,Octocoral
Baixo Silvia,Baixo Silvia norte,T2,Sponge,67,14,28,Sponge
Baixo Silvia,Baixo Silvia norte,T2,Tubastraea sp,72,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T2,unidentified branching coral,75,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T2,unidentified encrusting coral,76,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T2,unidentified massive coral,77,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T2,unidentified octocoral,85,5,10,Octocoral
Baixo Silvia,Baixo Silvia norte,T2,Acropora digitifera,5,5,10,Coral
Baixo Silvia,Baixo Silvia norte,T2,Clavelina sp,15,2,4,Ascidian 
Baixo Silvia,Baixo Silvia norte,T2,Dendronephyta sp,20,2,4,Octocoral
Baixo Silvia,Baixo Silvia norte,T2,Didemnum spp,21,7,14,Ascidian 
Baixo Silvia,Baixo Silvia norte,T2,Macroalgae,45,8,16,Macroalgae
Baixo Silvia,Baixo Silvia norte,T2,Octocoral branching,51,1,2,Octocoral
Baixo Silvia,Baixo Silvia norte,T2,Sand,62,4,8,Substrate
Baixo Silvia,Baixo Silvia norte,T2,Sinularia sp,66,1,2,Octocoral
Baixo Silvia,Baixo Silvia norte,T2,Sponge,67,13,26,Sponge
Baixo Silvia,Baixo Silvia norte,T2,Tubastraea diaphana,70,1,2,Coral
Baixo Silvia,Baixo Silvia norte,T2,Palythoa,83,2,4,Other invertebrates
Baixo Silvia,Baixo Silvia norte,T2,unidentified octocoral,85,4,8,Octocoral
Baixo Silvia,Baixo Silvia norte,T2,Acropora cf branchi,3,2,4,Coral
Baixo Silvia,Baixo Silvia norte,T2,Didemnum spp,21,7,14,Ascidian 
Baixo Silvia,Baixo Silvia norte,T2,Macroalgae,45,5,10,Macroalgae
Baixo Silvia,Baixo Silvia norte,T2,Pocillopora sp,58,2,4,Coral
Baixo Silvia,Baixo Silvia norte,T2,Red algae,60,3,6,Red algea
